Category,Sample_Name,PC1,PC2,PC3
BreastCancer,Lan_BreastCancer_1-7_conjecture_b,-5.495786611,-0.655590817,-1.61488127
BreastCancer,Lan_BreastCancer_1-8,-5.362164104,-0.75095408,-1.536574279
BreastCancer,Lan_BreastCancer_1-80_conjecture_a,11.57267708,-9.494639626,-0.318610209
BreastCancer,Lan_BreastCancer_1-80_conjecture_b,11.57267708,-9.494639626,-0.318610209
BreastCancer,Lan_BreastCancer_1-80_conjecture_c,11.57267708,-9.494639626,-0.318610209
BreastCancer,Lan_BreastCancer_1-80_conjecture_d,11.57267708,-9.494639626,-0.318610209
BreastCancer,Lan_BreastCancer_1-81,21.30784417,-8.484738807,1.075752467
BreastCancer,Lan_BreastCancer_1-85_conjecture_a,13.43762534,-10.64937157,0.296534801
BreastCancer,Lan_BreastCancer_1-85_conjecture_b,13.43762534,-10.64937157,0.296534801
BreastCancer,Lan_BreastCancer_1-85_conjecture_c,13.43762534,-10.64937157,0.296534801
BreastCancer,Lan_BreastCancer_1-85_conjecture_d,13.43762534,-10.64937157,0.296534801
BreastCancer,Lan_BreastCancer_1-86,24.26920508,-9.538496084,1.850269778
BreastCancer,Scupacova_BreastCancerB3GALT2_B4GALT2_ST6GAL1,-5.362164104,-0.75095408,-1.536574279
BreastCancer,Scupacova_BreastCancerB4GALT1_B4GALT2_B4GALT3,-5.589098236,-0.563195276,-1.702550986
BreastCancer,Scupacova_BreastCancerHex3dHex1HexNAc4,-6.289092164,-0.766655003,-2.074692146
BreastCancer,Scupacova_BreastCancerHex5HexNAc2_Matrix,-6.194407686,-0.727260199,-2.421053711
BreastCancer,"Scupacova_BreastCancerMAN1A1, MAN1A2, MAN1B1, MAN1C1_2",-5.204311029,-0.468193031,-1.754907134
BreastCancer,Scupacova_BreastCancerMAN2A1_MAN2A2_MAN2B1_MAN2B2_MAN2C1_MGAT1 ,-5.979082836,-0.704747949,-2.497474269
BreastCancer,Scupacova_BreastCancerMGAT2,-6.194407686,-0.727260199,-2.421053711
BreastCancer,Scupacova_BreastCancerMGAT3_MGAT5,-7.248312262,0.360645017,4.284895287
